(20) [1713851.6079791547, 1276097.1094647541, 881783.69436793285, 2540098.0344590642, 1500285.1059370497, 1100113.511958109, 774736.35110980016, 535527.45737790619, 1886993.7212639209, 847712.19540698489, 907930.97055258614, 595798.3598044212, 395509.72922676709, 1540506.9382840251, 582879.72154224908, 2266003.3099037088, 1454842.6896787598, 1024655.4422655475, 530426.00557681511, 2337843.4638610822, 1002252.0864648232, 707547.34273998428, 515241.98999439343, -2355068.1692758095, 523648.91017290764]
(21) [628842.12296168541, 656488.53598855354, 592394.97240793263, 1790360.8425025947, 818823.76804757142, 661991.68464345182, 571642.03760418063, 513357.26448160748, 2074125.802403043, 1001573.6326019565, 564742.84775646997, 433261.08633031603, 379131.5866564099, 1359920.2903368908, 598368.12751008105, 2088471.5018079123, 1804453.3928540538, 2044557.481855239, 5531648.1850032769, 2913479.0668694926, 1410356.2500683302, 1387695.2099840902, 1411689.2585307134, 5723558.358780995, 3204894.7863722369]
(22) [810690.86093684973, 598436.69984938903, 568288.46796500962, 3688469.3733489518, 1171196.4284401273, 411255.21222210082, 289866.30841037806, 300646.17513407581, 1897176.4785678661, 637299.76183868863, 302227.32598451199, 188114.17338355727, 216399.49846280421, 1055966.7702405029, 363023.38075749483, 1856451.0999161284, 1194506.9184426889, 989214.78397988621, 8639660.8475929163, 5326577.8993958738, 204416.46215221783, -69150.523739622004, -132221.35367465977, 3456163.8005838566, 1483756.0622854708]
(23) [-99810.010368752264, 21009.581380207132, 1672.0629201949137, 26778.291871383124, -458194.53270123294, 5544.4497240242581, 9191.958552838576, -5032.9606594215165, -458784.39046364411, -600805.30995602405, -43433.946789084192, 1312.5922717646331, 1607.7498824401775, -18457.882737176296, -528797.8909254584, 2205271.75833988, 1407079.6764922314, 1128675.2749488866, -7327258.8821073789, -4969348.8220173931, 559711.8026257254, 404609.46058214555, 319352.87614103721, -2901064.9553303933, -1158499.1926141968]
(24) [-5789.1545645212018, -342546.74151977495, -457827.52275812085, -3030587.8364932253, -1835613.6557545231, 248708.53211758737, -143673.6642354058, -271132.33577414718, -2275964.2366733188, -1312576.0446708119, 165954.32095791906, -148704.13168860058, -244196.25292817134, -1615993.0433137359, -1076557.5580132848, 3491061.5868950719, 174677.85998033301, -414101.9789776525, -10755569.435890768, -5280267.1120675066, 1535818.8686798636, 303266.84319454181, 66023.539151852121, -3921826.5923280348, -2281993.3228757312]
(25) [509543.57611884113, 438248.16029209411, 478163.84751985373, 604653.76833202899, 427093.14012748376, 476663.76289644936, 348892.00495564938, 336029.13347845781, 870165.46081965673, 334943.54447639373, 420790.7802558706, 290631.39527627017, 285324.17011232267, 955500.56704997539, 254607.8425498124, 1235241.3584573264, 1789861.8646608419, 1906258.2051194485, 5886898.3476577569, 2470141.2433993407, 794017.33866453753, 617002.4648144918, 619605.86528387724, -668317.30115044513, 79001.604765308992]
(26) [395057.16306941456, 248715.83924827527, 241043.54654054111, 3270372.5922727715, 920552.45324322011, 665917.69937045337, 435092.03848207975, 405737.94634068169, 2456279.160455096, 847533.63439893629, 659868.75088690163, 399188.11574360367, 362191.79340805259, 2134088.0768664661, 711567.55676072324, 4434881.2302503958, 3419848.8025657972, 2930290.3772039139, 14044414.874710869, 4794713.5409074668, 1142135.0633847958, 943300.94754258182, 853439.07055363141, 5835077.874824441, 1948528.5008263269]
(27) [584696.16719021241, 288336.72330940887, -82252.766144302615, 1838405.9454956306, 1093051.7679072828, 426161.69180947845, 169835.8300461293, -94108.041165705479, 889571.98395925842, 825927.75422551821, 366043.04900282365, 185584.98483483098, -15360.869861132633, 254206.42037181219, 558944.523850422, 3602340.6158951917, 2114492.1983002787, 1216361.4773569526, 11302044.372504467, 5729615.7078850549, 1222390.6513523262, 550430.20486914925, 196736.05549013213, 4733955.3415301014, 2440611.1009036298]
(28) [-614389.45894902537, -388814.87072846555, -84875.431609589315, -796782.37616742949, -1257449.8496348569, -413881.53088933218, -309504.8551156774, -126777.01847437752, -797647.59688573179, -920126.41700434161, -309573.89249357459, -202496.16223320353, -74921.960018099693, -322244.29303283768, -529930.97224868636, -3692192.0374634103, -3329395.6600160841, -2652402.829141276, -5184030.4186298568, -3572923.7947025402, -1415844.9269397389, -1214416.9964314366, -910932.79975110607, -2491566.9421640341, -1866982.6098408117]
(29) [757559.20686256257, 712585.80800701806, 621983.65610163554, -1718179.2478016235, -246544.42915266039, 507384.60927887034, 350611.3477610331, 302349.52635206364, -1778278.7219636482, -517958.30018684722, 507472.99766074587, 294576.79554756347, 245411.70235269461, -1394854.0586061941, -341166.40348559071, 3028811.3875158713, 1745043.8715275861, 1507110.1237612416, -9103408.8625470549, -3915258.8776147272, 1012842.6076935879, 532893.60700844589, 447472.28297568747, -4709635.9053055765, -1660600.9081427073]
(30) [547487.59784801584, 187325.85951208402, 43472.757064369922, 657617.53407801338, 506551.18125321023, 348637.91345113807, 107649.98681890774, 24894.601576134719, 603295.99454904755, 385662.91890952841, 165408.42092779491, 1345.8124303616014, -42923.678959789089, 44470.249602002485, 54006.203767154031, 2889865.5627748654, 1527791.7848828079, 1332787.1913781536, 1665624.240899062, 464580.849675957, 2107157.5561912078, 1304165.1785433698, 1090124.5394302187, 3936511.7665866287, 1497886.4358970965]
(31) [306932.99915848376, -11968.622547966039, 89612.756207344733, -3306052.0955991712, -1272348.6609317791, 61696.011958948089, -64007.563528811261, 27452.058372001105, -2305083.057378388, -938039.42766609183, -187858.31039068647, -190250.50265744008, -111657.44033956292, -1939615.7631856329, -752144.28711559612, 4281456.5666862438, 2894069.817274468, 2349792.4818121688, 3038435.8695297632, 2007886.6180248864, 1510467.6890092725, 1027028.9913148074, 1046122.6801526373, -588635.36231569876, -363026.34562039265]
(32) [49535.474173351904, 99647.380175033686, 49425.875329714334, -1188255.1921030032, -342034.32935972977, -28841.633019254798, -34411.049702774377, -79319.487234496744, -1925682.9559518129, -569400.65107041039, -207195.32564459089, -147361.49560045771, -171337.96107538012, -1936451.7303719555, -678074.05396861094, 1221113.4378907473, 779025.16122213239, 3290.3082447792058, 6604629.5857962305, 3713903.9765047231, -50921.492938050898, 31746.755381772167, -84721.585813536163, -226949.99273573924, 218030.96204474248]
(33) [-1161255.2496803701, -483090.35583916854, -216650.04817258409, -768008.56789177458, -840767.79481257661, -718211.11046760203, -324219.02851193951, -132103.01164923678, -857330.39415661467, -728635.88018228905, -543581.01681661746, -267443.58493142785, -121992.45570848678, -613477.48230564396, -708588.63333011314, -2627823.2489280934, -1417404.0185147976, -667866.21442004631, -3704003.8175054877, -2739704.1707895659, -729752.69931541372, -210401.81140090356, 162465.02619507196, -937741.76970433362, -764338.67382594431]
(34) [12662.853175412576, 61692.783888282327, -72162.360501368894, -53347.005999238922, 795425.67035644106, 96517.656992765056, 38463.949065438661, -66816.903984685458, -190677.24108140456, 480157.49501196237, 134230.4479069263, 63653.059161177422, -9102.2476913484916, -72780.302788174216, 476353.39341847983, -1293122.8094199481, -960359.71493844024, -1014999.4160129571, -6031063.2971446887, -1031427.8581620102, -815879.0064624903, -550070.28201779106, -641089.65530450619, -2711367.3424488977, -199106.22789260669]
(35) [1046273.9978988704, 661419.74361382634, 494443.79288453143, 1221488.5133000128, 331295.19462451828, 839401.44922295702, 569220.72839053359, 424016.11661741027, 1462940.545469034, 535908.31689689751, 695581.76232303237, 476629.88747830759, 351165.02542516409, 1417952.6933227791, 589480.03181777732, 2144656.9986125384, 1912340.4520821807, 1498525.239572888, 7016361.2859666925, 2343013.0927508622, 1346570.7178992564, 985017.75407363882, 853185.53896230448, 2703692.2350617535, 1012155.8763409918]
(36) [-241074.24515691589, -473202.89175965555, -571097.52228843491, -2294283.5367722446, 188684.0026184188, -306671.60984053806, -378174.63920919219, -408542.68001713511, -2091142.9530829873, 82758.020761804146, -325476.3098380586, -330036.77361496957, -322933.68008098024, -2063279.5397162128, -150010.21951350733, -2311292.9325426123, -2661990.0556857637, -3124661.4553348087, -7217666.7910797317, 813235.50358796155, -1162294.3380502288, -1257748.6420388962, -1259360.2067580216, -3559046.1396568045, 36382.220293250699]
(37) [175108.24236614327, 199721.52360770668, 142199.11090979096, 2589562.4712439016, 708702.47461898555, 452806.2713052631, 401165.87881231919, 312204.20521604613, 2269201.0468464158, 1012438.4634590588, 515134.60536081839, 431393.77611033997, 336867.06059346808, 1638047.4540815949, 1019276.1667033847, 1369063.1280104795, 1078757.556250857, 1023107.5420734592, 4651982.5499776471, 2051394.5784048222, 1190866.4057066722, 792398.10901873163, 639110.40082130232, 3187617.0683936747, 1746386.93785743]
(38) [309347.86509790807, 340960.69518136175, 299223.91869816423, -65864.45667197062, -210799.52318506286, 194141.4461603438, 197943.32481470637, 176094.06589211427, -417404.6152302585, -404664.12497034733, 126391.49731949951, 142737.3463652994, 128780.97136340052, -335241.33905689942, -401022.4067092581, 833460.21643002948, 666808.02588707674, 507175.50591846427, -1677088.187485941, 105284.83441116591, 236720.81953903116, 402098.6220897825, 445156.00158045691, -2725613.0325950002, -1179226.5707457499]
(39) [-124981.12501888578, -206960.6681317263, -250555.96456516028, -1613068.9416462963, -839006.0900058765, -254863.46400168462, -290874.04583009786, -329459.98714058421, -776344.26781617128, -470304.22587089922, -209274.7629185112, -240773.28697446198, -287168.58751754771, -224346.43772616587, -185814.76518885465, -2224932.2328598714, -1367980.4780207288, -912853.44840542797, -6761665.79816043, -4081115.1976482864, -1163562.7497431147, -837772.67222665914, -601018.53064159933, -4451662.4323833007, -2378445.927069562]
(40) [395979.36899886827, 221677.66789589709, -58774.522741041757, -1996383.7800495459, -462536.55306344997, 608088.72456812242, 366860.03335521254, 128822.66053594014, -567132.3950279986, 268297.08645846031, 577319.9713894882, 365155.86411427386, 151055.34560727104, -406570.91839109018, 449473.30328508461, -674003.14242030575, -51456.806129128905, -139500.63974326983, 1221168.6535577669, 1221206.4978683516, -408567.69428328605, -227428.86243169365, -234985.04042487763, 1778831.7243454617, -186120.37375736318]
(41) [-110631.5252070701, -216939.83215632304, -242460.77862930411, 1157905.0848787653, 520500.29406667274, 9404.9788318151914, -147912.71758006496, -167404.67019783554, -805350.90874599572, -65677.598594771116, 35019.662850206994, -123301.45432884844, -137637.07259854156, -1584383.9790211464, -302756.8912056738, 820539.0072479815, 96562.827010764755, -99632.406668043768, 4728266.3837818559, 3332277.3127133418, -243783.71142493788, -481474.32263328665, -556678.46486020007, 3216083.5852916669, 948308.16986343497]
(42) [-77875.95219322294, -86475.342103044371, -143142.63347941512, 159477.62374054227, -783408.9160961085, -161619.10177961606, -120468.27705661234, -130752.83290844945, 73633.617318380595, -660259.7453420423, -128957.27463099823, -110215.8162853473, -103657.63651174931, -244276.15994107598, -696137.51531355118, -219970.01183553258, -88138.481768867699, 31769.55965871632, 1932097.778952905, -2494939.5347477631, 213216.01792798308, 339743.86941308528, 314735.04358616757, 4171600.8282191637, -354477.6834598768]
(43) [739783.3524295059, 604322.32511417789, 511384.27305566834, 3459312.6437848443, 1221425.8449455437, 361837.75313594402, 329540.39868873771, 308447.31810592132, 1588996.5601346833, 473664.4013898967, 157790.56238943367, 142651.79962936917, 157697.87919475188, 948208.58264484815, 177461.64873445148, 1882504.7737900303, 1401572.8091250153, 1364690.4487597563, 6910547.9453128772, 2998409.4180123368, 1628900.6250525294, 1190351.8018249972, 989044.19814907527, 4879702.4890543018, 1461291.8492397924]
(44) [-541298.18987405812, -771313.15617845929, -816246.75435841666, -1056936.3889501356, 512237.35865333694, -236005.12452933521, -356775.46403284988, -399504.96069317759, 168203.83144679424, 626235.70492079097, -178902.0136293192, -283118.42374185572, -317682.56533217232, 677941.32433935371, 560358.2271177253, -1046998.3079476386, -769405.70842230634, -596093.01477051363, -993235.34468281781, 816412.99129182543, -148581.92137097276, -378689.22725000285, -444436.25757533684, -1729750.9501512593, 712230.44321006979]
(45) [1176386.8472657765, 818548.86393149768, 650558.0140776129, 594129.20572586183, 5057.7636236064427, 505185.23060761695, 400185.69589814165, 322305.86815637263, -627848.48068813456, -395665.15326501697, 388815.68596114556, 350724.88393045135, 280083.1815562796, -500175.37314208579, -155990.26293700252, 683434.48560031119, 997673.79723245325, 712018.4261878226, -5394708.0884545743, -2542145.4082218814, 458854.26537386252, 457456.01175245148, 324977.46209481091, -2094949.7322045914, -1158084.3214296461]
(46) [-723039.31898796372, -521794.96319534158, -326691.45798305958, -3347451.9163704026, -1962447.6938668273, -258251.80624416069, -197317.87434961699, -105396.0461604469, -1915418.1739949393, -1162902.4159994896, -177179.66411863168, -116048.05361188701, -30343.562241279596, -1583181.3697967255, -943174.42738265998, -3078303.4853462409, -1765832.2349488088, -824207.43866349256, -4385639.6206800304, -4885307.467135543, -1643881.2995247943, -1036605.6206195076, -598809.95080127625, -4777425.9467955753, -3239335.9089663117]
(47) [673911.50247579196, 212817.66812353584, 153925.32278662693, -1619759.5037245271, 60565.653043452861, 147807.57251191782, -15060.620656576964, -25099.55479490893, -839066.93583290349, -125151.75283277966, 12825.633532186632, -51396.184757734416, -36052.019271053323, -430997.81195122312, -149443.31419547988, 2752032.0159447826, 1478024.9964519695, 1438827.3416807638, 1841725.5246714912, 1858221.8014149414, 1441689.3247090373, 779234.41727358359, 673962.99010093161, 169016.63024366865, 887212.05170833482]
(48) [-205368.06588009035, -333479.46846733248, -262240.94959434384, -598394.41481069184, -751985.0450960201, -322632.02010376251, -372451.35309068568, -287278.147853715, -1369793.4801560286, -789453.33438698563, -273341.71990067087, -312378.82784352143, -250124.85182691598, -1194462.2730028229, -604358.00971385033, -2663515.0909512532, -1946523.4217989843, -1624143.9512085202, -3779351.0293659568, -949234.5038736409, -1130486.852421731, -919949.51334965543, -825182.4015062633, -1850781.8214994906, -654330.26176835888]
(49) [-543251.49797254987, -530440.97931308614, -534088.19463316025, -1140793.7277147921, -500398.9156667316, -634485.02096843696, -479406.61845754221, -394557.68759524962, -1097731.6176687484, -675178.24015370826, -531061.85263876326, -422342.7460788415, -340547.28888258646, -1155595.2864586804, -793359.97219201049, 114882.25220632501, -49513.551380641999, -242385.71876468111, 7622584.3084467212, 142964.89684852574, -185176.56128709126, -150556.08321600113, -106980.07297384251, 3665622.6924175932, 975249.91994661081]
(50) [-582964.88121671067, -473901.32906155084, -222685.95088403672, -5240301.4931223812, -1642489.1613151806, -202442.54742343444, -118742.10495678664, 20855.126612506519, -2533533.1943069114, -679156.68916581618, -195322.60020658863, -64258.381600535184, 77505.168344061807, -1699085.895274939, -440380.28509177669, 1103025.3397486468, 448626.49772722909, 383201.91625800269, -1878595.5914999922, 873884.99011538748, -652638.72333974997, -487126.8694023455, -393804.80683943705, -4038226.3670273363, -1005283.859820656]
(51) [1398082.7300424215, 836220.90099910379, 774476.83366029279, -36710.680116541247, 1636047.383904079, 881159.8998708321, 522289.88294959744, 454918.68570865924, 274552.71242951922, 1245636.143368724, 784194.76332951116, 505967.21409014059, 415365.32671507419, 359224.54565890977, 1040484.264609125, 1335787.829913768, 214262.49682527818, -333950.7441967756, -1012792.9947867969, 4718565.3587467847, 586178.45357042586, 128198.37106376686, 52671.321876698617, 296756.53945363167, 2356499.0564545845]
(52) [-979944.55648932129, -722719.5701422717, -448983.11624566192, -29528.736454881317, -1013322.8136644117, -686061.01041280676, -440715.11607714451, -265072.89730903663, 110740.06519537498, -584661.83653231326, -570564.99600777519, -301228.71062662423, -152745.51034905604, 101477.6239445518, -412772.90955005062, -4248962.410603432, -2955171.390344684, -2342518.3370314934, 31318.734456427861, -3178668.6642790483, -1790858.8259454328, -1279279.7839869543, -1154214.7529455079, -1302890.728901149, -1578271.9450559698]
(53) [272364.77548587503, 86369.120827928477, 77269.377924396671, 1004426.85438365, 1176552.6729889906, 398257.88946673274, 202496.15755870752, 169525.54073103369, 1520189.8487487, 998053.95585618925, 422464.39590281178, 202279.6517325952, 177931.96844607513, 1106807.9258888159, 695608.22844084108, -342202.89047544176, -353629.38423855294, -454447.45508270757, 4255688.3528231885, 515008.88983329374, 3588.8471312062607, -33411.357493542477, -162332.50813215892, 3657634.9340353617, 1647183.2621455684]
(54) [633086.47152212285, 334858.82095827843, 282147.75885878835, -3373879.8779017269, -1563795.2092128794, 538123.91027710692, 350376.01068848895, 273148.05969050509, -1808502.7447951166, -462805.29876951117, 501147.13451378699, 371733.47690230212, 300988.66555605031, -1120323.294826319, -140206.59339500204, 1225619.0750464455, 619082.96725178766, -213785.72400114572, -2157230.4923753981, -405833.41839146882, 564877.43872443913, 127677.35636659195, -193336.18900240638, -2600773.6681003096, 45561.227147972524]
(55) [38240.021635915029, -5081.4193129058358, -51127.757486916402, 902943.81040688732, -67651.116056772298, -131326.04992778224, -26388.458450781214, 9334.0864024720177, 61666.346644667618, -154901.33711066659, -22578.542983523213, 35467.093349015093, 42103.855151500757, -145835.53246630952, 27910.781894042302, 320083.64402227197, 788449.49609766994, 823011.48633241502, 2295691.4251473011, 1697201.276953764, -468474.24284957576, -290558.84912855481, -74207.466605056965, -1478803.2199619077, -1497683.6408112887]
(56) [241426.77540853157, 362684.7587401268, 531885.00776686962, 1196681.1494834961, 422308.76241801918, 221470.53996599437, 361448.80742391996, 491705.71357009886, 1628844.2619902361, 495659.38658534648, 441099.42888909235, 483036.15441700764, 535069.61693059735, 1925692.9231731202, 716135.19502804661, 1220894.4018634595, 1807611.9439457403, 1900087.8740899882, 7463940.0288318759, 4801265.655918384, 44132.201774695684, 343812.21817927225, 593732.14010916499, 1475588.1565115028, 485135.3669063276]
(57) [173894.54337572725, 363416.30404976069, 454888.66603611171, -59886.786790547034, -685156.58528454183, 59657.910550900677, 241501.21611578815, 313281.70186500985, 1178755.2366003897, -87956.431120478155, 118620.02408547557, 232140.15883878173, 284664.1361892866, 1424431.063681894, 44.600192334172789, -478114.86277526477, 383749.43490622391, 162400.75287509395, 6214424.6330503738, 683095.53235860053, -180649.80667784391, 506179.27945887385, 522266.27201445296, 3570472.9285873505, 1001691.7037326049]
(58) [-837882.8006230602, -378357.94741466834, -302215.49110032443, -4054164.9268126795, -1233179.0112994034, -545808.29534972704, -228974.16908042913, -195924.96102763762, -3214083.1326632896, -811470.92764204764, -445244.92561329476, -197785.99364508843, -192239.72582813515, -2710078.0528544323, -574010.35881959193, -3335486.0475287521, -1465490.3054963022, -1049233.8615924374, -17016355.441063233, -5412358.4122896669, -837965.48657726182, -375814.64560494083, -219175.5123647367, -6859367.9516700068, -2225639.4766549286]
