(0) [69254487.176351801, 43996809.158685841, 33538478.089779273, 117756297.08073853, 62846652.667823851, 43996809.158685237, 27950812.937458005, 21306720.764985029, 74809612.216200262, 39925964.315458782, 33538478.089780405, 21306720.764986053, 16241973.025001844, 57026875.089251988, 30435299.854990296, 117756297.08074555, 74809612.216205776, 57026875.0892535, 200225950.22410259, 106860788.43147874, 62846652.667829342, 39925964.315462843, 30435299.854991954, 106860788.43148172, 57031708.88397149]
(1) [-0.0, 18930473.337904736, 20758377.258612882, 72069015.713668495, 29068096.712103128, -2.7703208616003394e-09, 12026374.848614533, 13187627.256058089, 45784856.113861859, 18466724.0462263, 1.007265382213518e-10, 9167626.4045644198, 10052841.472849943, 34901494.51702629, 14077062.215592958, -7.2190232458524406e-08, 32188274.480770949, 35296335.86275553, 122541957.5064524, 49425698.91949302, -1.7843831301433966e-08, 17178914.048924681, 18837689.494368069, 65400764.38853287, 26378544.586266495]
(2) [0.0, -0.0, 9184786.3709926624, -36564383.666803792, -32323356.647144124, -4.1436264697214398e-09, -4.2666670196922496e-09, 5835019.6442699898, -23229053.824293435, -20534764.052922331, -2.2417200318258779e-09, -2.8870630330857239e-09, 4447997.0760369413, -17707354.865724433, -15653515.503448538, 7.4505805969238281e-08, 3.7252902984619141e-09, 15617275.885267317, -62171948.724107563, -54960753.348668449, 3.7252902984619141e-09, -3.7252902984619141e-09, 8334955.6457779184, -33181230.762265276, -29332608.630666487]
(3) [-0.0, 0.0, -0.0, 175122836.87126821, 46611522.824562974, 4.7868953176322115e-09, -2.0947901191448182e-09, -1.3711591861920169e-09, 111254105.65141997, 29611919.139418121, 2.9226612241473049e-09, -1.8229400211566826e-09, -1.2768168744514696e-09, 84808272.602916345, 22572971.091419969, 3.2930984161794186e-08, -3.0522642191499472e-09, -4.8203219193965197e-09, 297768673.84381837, 79255519.070386529, 1.0366420610807836e-08, -3.7680365494452417e-09, -2.9931470635347068e-09, 158919436.87385631, 42298749.21771422]
(4) [0.0, -0.0, -0.0, 0.0, 47952708.847956531, -3.9715501998216496e-09, -2.0008883439004421e-09, -1.7571437638252974e-09, 7.8725861385464668e-09, 30463963.648350555, -1.7940919860848226e-09, -8.149072527885437e-10, -7.5669959187507629e-10, 7.6252035796642303e-09, 23222479.013489541, -7.6788637670688331e-09, -1.5133991837501526e-08, -1.4551915228366852e-08, -7.4971467256546021e-08, 81535993.682942867, -6.9178440753603354e-09, -7.2177499532699585e-09, -6.4028427004814148e-09, -2.3050233721733093e-08, 43515840.782633677]
(5) [0.0, -0.0, -0.0, -0.0, -0.0, 18930473.337905295, 12026374.848615034, 9167626.4045643769, 32188274.480770003, 17178914.048923649, 20758377.258612756, 13187627.256058181, 10052841.472849535, 35296335.862753175, 18837689.494366288, 72069015.7136648, 45784856.113860145, 34901494.517023303, 122541957.50643896, 65400764.388523795, 29068096.712099392, 18466724.046224162, 14077062.215590663, 49425698.919483729, 26378544.586260773]
(6) [-0.0, 0.0, -0.0, -0.0, -0.0, -0.0, 5174579.0837290753, 5674230.2665773844, 19699814.930151451, 7945663.1942257965, 5.1989622884551778e-09, 5674230.2665771898, 6222127.1715377904, 21602005.557151373, 8712886.9527709354, 3.1364072938799836e-07, 19699814.93015011, 21602005.557150565, 74997927.75464122, 30249435.150337107, 6.1448448995804483e-08, 7945663.1942245867, 8712886.952769896, 30249435.150334537, 12200714.797186447]
(7) [-0.0, 0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 2510629.4277752521, -9994747.1758584566, -8835477.1820375025, -6.4422344847494921e-09, -4.3812314470814684e-09, 2753052.8100413792, -10959828.039032109, -9688620.3176625874, -4.4793223808597959e-07, -1.8220070879815253e-07, 9558059.560994748, -38050374.040502533, -33636990.0796391, -8.7266455287698941e-08, -2.8125640122445006e-08, 3855118.5547317527, -15347121.666477257, -13567040.857385822]
(8) [0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 47869218.723807208, 12741097.740318814, -2.0696876228912947e-09, -9.8953023552894592e-10, -1.8044374883174896e-09, 52491413.373913631, 13971362.937492283, -1.8169379245591699e-07, -8.5448846220970154e-08, -5.3318217396736145e-08, 182239895.1588313, 48505832.731490456, -3.2362095225835219e-08, -1.234002411365509e-08, -7.4505805969238281e-09, 73504082.785403535, 19564194.445804525]
(9) [0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 13107706.27778976, -3.3330591620028827e-09, -2.8412330266291974e-09, -2.7688429327099584e-09, 1.2187229003757238e-09, 14373370.75796302, -1.862645149230957e-07, -7.4505805969238281e-08, -4.0978193283081055e-08, -9.6857547760009766e-08, 49901525.061848283, -2.7939677238464355e-08, -2.3283064365386963e-09, -5.1222741603851318e-09, 2.9802322387695312e-08, 20127128.72813699]
